relevamiento,variable,unidad,periodo_tipo,periodo_raw,fecha_objetivo,horizonte_meses,referencia,bloque,variable_mapeada,hoja,mediana,promedio,desvio,max,min,p90,p75,p25,p10,n
2016-06,IPC_NG_GBA,var. % mensual,mes,jul-16,2016-07-31,1,var. % mensual,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,2.1999999999999997,2.2421967150317554,0.4432988769159728,3.6,1.6,3.0,2.5,1.94,1.7,39.0
2016-06,IPC_NG_GBA,var. % mensual,mes,ago-16,2016-08-31,2,var. % mensual,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,1.9,1.8835326719482857,0.3529502703934568,3.3,1.126083467761596,2.25,2.0,1.7,1.5,39.0
2016-06,IPC_NG_GBA,var. % mensual,mes,sep-16,2016-09-30,3,var. % mensual,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,1.74,1.7561394514549353,0.29733842648187814,3.0,1.2643948795773685,2.0,1.9,1.6,1.45,39.0
2016-06,IPC_NG_GBA,var. % mensual,mes,oct-16,2016-10-31,4,var. % mensual,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,1.6,1.6142280354437766,0.2883701538772161,2.5,1.0379966478119007,2.0,1.8,1.5,1.2161236982470403,39.0
2016-06,IPC_NG_GBA,var. % mensual,mes,nov-16,2016-11-30,5,var. % mensual,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,1.5,1.542954774155365,0.24771317468768647,2.0,0.8807131071954633,1.9,1.7,1.4000000000000001,1.24265274123445,39.0
2016-06,IPC_NG_GBA,var. % mensual,mes,dic-16,2016-12-31,6,var. % mensual,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,1.6,1.6607892695116653,0.26843903841747174,2.1392918297448773,0.9820137616727953,2.0,1.9,1.5,1.3073409476060505,39.0
2016-06,IPC_NG_GBA,var. % i.a.,anio,2016,2016-12-31,6,var. % i.a.; dic-16,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,40.3,40.16032682396745,2.6528877827397106,45.4,31.8,43.88,41.985,38.25,36.9022969399966,41.0
2016-06,IPC_NG_GBA,var. % i.a.,prox_12m,Próx. 12 meses,2017-06-30,12,var. % i.a.; jun-17,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,22.4866140722499,22.488393690985056,2.787074812476928,28.0,17.62453250364939,25.96,24.925,20.0,19.32,40.0
2016-06,IPC_NG_GBA,var. % i.a.,anio,2017,2017-12-31,18,var. % i.a.; dic-17,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,19.0,19.3803094045862,2.8947501142197654,25.0,15.4,23.98,21.82,16.9,15.7,41.0
2016-06,IPC_NG_GBA,var. % i.a.,prox_24m,Próx. 24 meses,2018-06-30,24,var. % i.a.; jun-18,Precios minoristas (AMBA; INDEC),True,Cuadros de Resultados,15.7,15.875963940114712,3.2913262889947785,21.0,9.5,20.2,19.8,13.0,11.52029773072,39.0
2016-06,IPC_NG_NAC,var. % mensual,mes,jul-16,2016-07-31,1,var. % mensual,Precios minoristas (Nacional),True,Cuadros de Resultados,2.2,2.29806119214665,0.39365126390524036,3.3,1.9,3.0,2.45,2.0,1.9404,21.0
2016-06,IPC_NG_NAC,var. % mensual,mes,ago-16,2016-08-31,2,var. % mensual,Precios minoristas (Nacional),True,Cuadros de Resultados,1.9583361067313945,1.9628731479395902,0.3216918878352432,3.1,1.5,2.26,2.05,1.741,1.644,21.0
2016-06,IPC_NG_NAC,var. % mensual,mes,sep-16,2016-09-30,3,var. % mensual,Precios minoristas (Nacional),True,Cuadros de Resultados,1.8,1.8256252193225553,0.2547087363945741,2.7,1.52,2.08,1.95,1.6400000000000001,1.6,21.0
2016-06,IPC_NG_NAC,var. % mensual,mes,oct-16,2016-10-31,4,var. % mensual,Precios minoristas (Nacional),True,Cuadros de Resultados,1.641,1.6827433913586083,0.22106797711958967,2.2,1.2566112185307787,2.0,1.85,1.5,1.5,21.0
2016-06,IPC_NG_NAC,var. % mensual,mes,nov-16,2016-11-30,5,var. % mensual,Precios minoristas (Nacional),True,Cuadros de Resultados,1.51,1.6092673283574013,0.2155810600704709,2.0,1.2,1.9,1.8,1.5,1.296,21.0
2016-06,IPC_NG_NAC,var. % mensual,mes,dic-16,2016-12-31,6,var. % mensual,Precios minoristas (Nacional),True,Cuadros de Resultados,1.6396459148724385,1.6290132649884035,0.2690004352880528,2.1,1.0,2.0,1.8,1.475,1.233,22.0
2016-06,IPC_NG_NAC,var. % i.a.,anio,2016,2016-12-31,6,var. % i.a.; dic-16,Precios minoristas (Nacional),True,Cuadros de Resultados,37.0,37.04237250908898,2.7993521282886857,44.1,32.5,40.42358763633461,39.05,35.0,33.0,25.0
2016-06,IPC_NG_NAC,var. % i.a.,prox_12m,Próx. 12 meses,2017-06-30,12,var. % i.a.; jun-17,Precios minoristas (Nacional),True,Cuadros de Resultados,21.5,21.562295807030278,2.4509686447456893,26.0,16.0,25.360000000000003,23.0,19.9,18.724,23.0
2016-06,IPC_NG_NAC,var. % i.a.,anio,2017,2017-12-31,18,var. % i.a.; dic-17,Precios minoristas (Nacional),True,Cuadros de Resultados,18.5,18.514430620041548,2.7333322928950894,23.9,13.62,22.400000000000002,20.470382750519356,17.0,14.540000000000001,25.0
2016-06,IPC_NG_NAC,var. % i.a.,prox_24m,Próx. 24 meses,2018-06-30,24,var. % i.a.; jun-18,Precios minoristas (Nacional),True,Cuadros de Resultados,15.9,15.73571186945162,2.7836256121099607,20.3,11.0,19.14396278955497,18.15,12.925,11.71,22.0
2016-06,PIB,var. % i.a.,trim,Trim. III-16,2016-09-30,3,var. % i.a.,PIB a precios constantes,True,Cuadros de Resultados,-2.0,-1.8528895765458002,0.9488583558664858,0.4,-3.5,-0.4,-0.7000000000000001,-2.5,-3.1,39.0
2016-06,PIB,var. % prom. anual,anio,2016,2016-12-31,6,var. % prom. anual,PIB a precios constantes,True,Cuadros de Resultados,-1.4,-1.2949637639538527,0.5951465864540488,-0.2,-2.5,-0.46137858723154446,-0.8,-1.8,-2.0,45.0
2016-06,PIB,var. % i.a.,trim,Trim. III-17,2017-09-30,15,var. % i.a.,PIB a precios constantes,True,Cuadros de Resultados,3.815,3.18852317287215,1.6526206476108318,5.4,-1.4,4.7,4.2,2.28,0.5,39.0
2016-06,PIB,var. % prom. anual,anio,2017,2017-12-31,18,var. % prom. anual,PIB a precios constantes,True,Cuadros de Resultados,3.2,3.223120923268793,0.8197541974948099,4.937630285342731,0.7,4.14,4.0,2.7,2.445051151510654,45.0
2016-06,RESULTADO_PRIMARIO_SPNF,miles de millones $,anio,2016,2016-12-31,6,miles de millones $,Resultado Primario del SPNF sin rentas ni variación de deuda flotante,True,Cuadros de Resultados,-350.6,-345.17596524326365,35.97208931761487,-175.0,-403.8,-315.4,-330.0,-363.624,-383.4864,43.0
2016-06,RESULTADO_PRIMARIO_SPNF,miles de millones $,anio,2017,2017-12-31,18,miles de millones $,Resultado Primario del SPNF sin rentas ni variación de deuda flotante,True,Cuadros de Resultados,-340.125,-343.2552191478489,72.31861855371037,-170.0,-536.2,-255.66999999999993,-295.99028387566665,-392.2175,-437.37,42.0
2016-06,TASA_LEBAC35,%,mes,jul-16,2016-07-31,1,%,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,29.0,29.01158186868302,1.3037177685264778,31.423314747320767,26.0,30.975,29.7875,28.275,27.0,40.0
2016-06,TASA_LEBAC35,%,mes,ago-16,2016-08-31,2,%,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,28.0,27.809450561442766,1.6423277543279071,31.0,25.0,30.192752211939403,29.0,26.424999999999997,25.5,40.0
2016-06,TASA_LEBAC35,%,mes,sep-16,2016-09-30,3,%,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,27.0,26.857781012203315,1.8724499343794914,30.5,23.6,29.819992000000003,28.0,25.5,24.0,41.0
2016-06,TASA_LEBAC35,%,mes,oct-16,2016-10-31,4,%,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,26.0,26.11804523457274,2.014021234160309,30.5,23.0,29.28516444461884,27.5,24.625,23.305,40.0
2016-06,TASA_LEBAC35,%,mes,nov-16,2016-11-30,5,%,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,25.75,25.536698383319752,2.1419419043646384,30.0,22.0,28.964997533279018,27.0,23.575,22.75,40.0
2016-06,TASA_LEBAC35,%,mes,dic-16,2016-12-31,6,%,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,25.34996,25.348487441860467,2.5516573821398936,30.0,20.0,28.6,27.25,24.0,21.7,43.0
2016-06,TASA_LEBAC35,%,prox_12m,Próx. 12 meses,2017-06-30,12,%; jun-17,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,21.0,20.928165956496784,3.5498001316437735,28.0,12.5,25.98,23.923200890424088,18.35,16.665000000000003,40.0
2016-06,TASA_LEBAC35,%,anio,2017,2017-12-31,18,%; dic-17,Tasa de política monetaria: Lebac $ 35 días (TNA); última licitación de cada mes,True,Cuadros de Resultados,19.0,19.264133151186947,3.883445958122861,28.0,11.0,24.8,22.0,16.0,14.7,43.0
2016-06,TC_NOMINAL,$/US$,mes,jul-16,2016-07-31,1,$/US$,Tipo de cambio nominal,True,Cuadros de Resultados,15.037219420738378,15.074245900489776,0.2299674485614473,15.5,14.4935,15.34,15.25,15.0,14.77,39.0
2016-06,TC_NOMINAL,$/US$,mes,ago-16,2016-08-31,2,$/US$,Tipo de cambio nominal,True,Cuadros de Resultados,15.26,15.276271255309776,0.2812634279376222,15.75,14.72,15.7,15.5,15.077538342857144,14.9,39.0
2016-06,TC_NOMINAL,$/US$,mes,sep-16,2016-09-30,3,$/US$,Tipo de cambio nominal,True,Cuadros de Resultados,15.5,15.503778917743851,0.39298499506197143,16.2,14.5,16.080000000000002,15.8,15.2625,14.928,41.0
2016-06,TC_NOMINAL,$/US$,mes,oct-16,2016-10-31,4,$/US$,Tipo de cambio nominal,True,Cuadros de Resultados,15.8,15.767364055715634,0.42620226399818456,16.63,14.75,16.4,16.0,15.478,15.228690664744283,39.0
2016-06,TC_NOMINAL,$/US$,mes,nov-16,2016-11-30,5,$/US$,Tipo de cambio nominal,True,Cuadros de Resultados,15.9,15.998675813750442,0.5284453633485671,17.13,14.5,16.7,16.34,15.7,15.304834118068003,39.0
2016-06,TC_NOMINAL,$/US$,mes,dic-16,2016-12-31,6,$/US$,Tipo de cambio nominal,True,Cuadros de Resultados,16.1,16.194077890976818,0.5848487361994468,17.64,14.5,17.044,16.5,15.89725,15.544,46.0
2016-06,TC_NOMINAL,$/US$,prox_12m,Próx. 12 meses,2017-06-30,12,$/US$; jun-17,Tipo de cambio nominal,True,Cuadros de Resultados,17.55,17.520543395310987,0.7793218007659238,19.48,15.8,18.681251314876146,17.9,17.03,16.5,41.0
2016-06,TC_NOMINAL,$/US$,anio,2017,2017-12-31,18,$/US$; dic-17,Tipo de cambio nominal,True,Cuadros de Resultados,18.7,18.728253473204624,1.1006549825593852,21.6,16.0,20.022,19.475,18.0,17.292591346153845,45.0
2016-07,IPC_NG_GBA,var. % mensual,mes,ago-16,2016-08-31,1,var. % mensual,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,2.0,2.03889832087908,0.3172652179159509,3.0,1.3125946418934165,2.4800000000000004,2.17,1.9,1.7,51.0
2016-07,IPC_NG_GBA,var. % mensual,mes,sep-16,2016-09-30,2,var. % mensual,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,1.8499999999999999,1.849905676949588,0.2568919673970745,2.7,1.3212926822582682,2.118,2.0,1.7,1.5,51.0
2016-07,IPC_NG_GBA,var. % mensual,mes,oct-16,2016-10-31,3,var. % mensual,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,1.7,1.7074867373785072,0.2595198096411342,2.5,1.11,2.0,1.9,1.5,1.4000000000000001,51.0
2016-07,IPC_NG_GBA,var. % mensual,mes,nov-16,2016-11-30,4,var. % mensual,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,1.57,1.6081727663098209,0.23162521372902725,2.2,1.0305002810185204,1.9,1.8,1.5,1.3,51.0
2016-07,IPC_NG_GBA,var. % mensual,mes,dic-16,2016-12-31,5,var. % mensual,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,1.75,1.7090204811541974,0.20780802192497574,2.2,1.21,2.0,1.8,1.6,1.4768520480375955,51.0
2016-07,IPC_NG_GBA,var. % i.a.,anio,2016,2016-12-31,5,var. % i.a.; dic-16,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,42.0,41.85962145729205,2.25090221194825,46.0,37.0,44.87,43.95,40.025,38.82015403323875,52.0
2016-07,IPC_NG_GBA,var. % mensual,mes,ene-17,2017-01-31,6,var. % mensual,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,1.8,1.8891094084834383,0.4559157877261942,3.5,1.01,2.3,2.0127234418753726,1.6,1.5,50.0
2016-07,IPC_NG_GBA,var. % i.a.,prox_12m,Próx. 12 meses,2017-07-31,12,var. % i.a.; jul-17,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,22.2,22.472187684368876,2.494458982755329,28.0,17.0,26.0,24.5,20.83,19.459956045546708,53.0
2016-07,IPC_NG_GBA,var. % i.a.,anio,2017,2017-12-31,17,var. % i.a.; dic-17,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,20.0,19.977893525744694,2.745031213521801,25.9,15.0,24.0,22.0,17.651366004588603,16.584,53.0
2016-07,IPC_NG_GBA,var. % i.a.,prox_24m,Próx. 24 meses,2018-07-31,24,var. % i.a.; jul-18,Precios minoristas (IPC-GBA; INDEC),True,Cuadros de resultados,16.0,15.858001010941473,2.83461563620568,21.0,8.8,19.689999999999998,18.05,14.075,12.729999999999999,50.0
2016-07,IPC_NG_NAC,var. % mensual,mes,ago-16,2016-08-31,1,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,2.0,2.0110344827586206,0.3023047755823612,3.0,1.6,2.3,2.085,1.8,1.7,29.0
2016-07,IPC_NG_NAC,var. % mensual,mes,sep-16,2016-09-30,2,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.8,1.8262068965517242,0.20226244960982478,2.5,1.5,2.0,2.0,1.7,1.6,29.0
2016-07,IPC_NG_NAC,var. % mensual,mes,oct-16,2016-10-31,3,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.7,1.7151724137931035,0.20074185074466652,2.2,1.4000000000000001,2.0,1.9,1.55,1.5,29.0
2016-07,IPC_NG_NAC,var. % mensual,mes,nov-16,2016-11-30,4,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.68,1.6575862068965515,0.20535083519976852,2.0,1.28,2.0,1.8,1.5,1.4000000000000001,29.0
2016-07,IPC_NG_NAC,var. % mensual,mes,dic-16,2016-12-31,5,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.8,1.7093103448275861,0.2235258220059783,2.2,1.2,1.9,1.875,1.55,1.33,29.0
2016-07,IPC_NG_NAC,var. % i.a.,anio,2016,2016-12-31,5,var. % i.a.; dic-16,Precios minoristas (Nacional),True,Cuadros de resultados,38.59,38.930797757219544,2.7405051928953608,45.0,32.5,42.2,41.025,37.0,36.5,30.0
2016-07,IPC_NG_NAC,var. % mensual,mes,ene-17,2017-01-31,6,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.8,1.7786206896551722,0.35383333584704996,3.0,1.01,2.1999999999999997,2.0,1.5,1.5,29.0
2016-07,IPC_NG_NAC,var. % i.a.,prox_12m,Próx. 12 meses,2017-07-31,12,var. % i.a.; jul-17,Precios minoristas (Nacional),True,Cuadros de resultados,21.700000000000003,21.84712052244435,1.7323911046295717,25.5,18.5,25.0,23.075000000000003,20.999530971331225,19.669999999999998,28.0
2016-07,IPC_NG_NAC,var. % i.a.,anio,2017,2017-12-31,17,var. % i.a.; dic-17,Precios minoristas (Nacional),True,Cuadros de resultados,19.30832275016969,19.410888183344646,2.3338992930768447,24.3,15.0,22.900000000000002,21.25,17.15,16.314,30.0
2016-07,IPC_NG_NAC,var. % i.a.,prox_24m,Próx. 24 meses,2018-07-31,24,var. % i.a.; jul-18,Precios minoristas (Nacional),True,Cuadros de resultados,16.0,15.975242538823348,2.411529254917913,19.92,10.4,19.0,18.0,14.0,12.66,27.0
2016-07,PIB,var. % i.a.,trim,Trim. III-16,2016-09-30,2,var. % i.a.,PIB a precios constantes,True,Cuadros de resultados,-2.1500000000000004,-2.1156235690061718,1.0535554452757454,2.4,-4.0,-1.0208842591287672,-1.502640360355733,-2.7824999999999998,-3.2399999999999998,52.0
2016-07,PIB,var. % prom. anual,anio,2016,2016-12-31,5,var. % prom. anual,PIB a precios constantes,True,Cuadros de resultados,-1.5,-1.5043769059928218,0.468859826167573,-0.5,-2.8,-0.8802151942528504,-1.185,-1.85,-2.02,57.0
2016-07,PIB,var. % i.a.,trim,Trim. III-17,2017-09-30,14,var. % i.a.,PIB a precios constantes,True,Cuadros de resultados,3.893233366876129,3.6280806929639615,1.2443956692428808,5.7,-1.0,5.051856272317248,4.475,3.0,2.0,52.0
2016-07,PIB,var. % prom. anual,anio,2017,2017-12-31,17,var. % prom. anual,PIB a precios constantes,True,Cuadros de resultados,3.2,3.1699548341235353,0.6559394852173052,4.666338591207264,1.5,4.0,3.7,2.8,2.24,57.0
2016-07,RESULTADO_PRIMARIO_SPNF,miles de millones $,anio,2016,2016-12-31,5,miles de millones $,Resultado Primario del SPNF,True,Cuadros de resultados,-355.0,-356.70856905371846,29.50395296597792,-240.0,-400.0,-324.7015442,-340.0,-380.6,-391.008,53.0
2016-07,RESULTADO_PRIMARIO_SPNF,miles de millones $,anio,2017,2017-12-31,17,miles de millones $,Resultado Primario del SPNF,True,Cuadros de resultados,-372.5,-372.6276110975606,59.8808407017429,-230.0,-510.0,-286.9858880287611,-330.0,-418.25875,-446.56,52.0
2016-07,TASA_LEBAC35,TNA; %,mes,ago-16,2016-08-31,1,TNA; %,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,29.0,29.073581132075464,0.6549801573790095,30.75,27.5,30.0,29.549999999999997,28.75,28.0,53.0
2016-07,TASA_LEBAC35,TNA; %,mes,sep-16,2016-09-30,2,TNA; %,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,28.0,28.043514814814813,1.0243741663115915,30.5,25.9,29.375,28.75,27.475,26.6,54.0
2016-07,TASA_LEBAC35,TNA; %,mes,oct-16,2016-10-31,3,TNA; %,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,27.0,27.049996226415097,1.3616648466494503,30.5,24.2,28.9,28.0,26.0,25.0,53.0
2016-07,TASA_LEBAC35,TNA; %,mes,nov-16,2016-11-30,4,TNA; %,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,26.25,26.334901886792448,1.378876762286353,30.0,22.2,28.3,27.05,25.45,25.0,53.0
2016-07,TASA_LEBAC35,TNA; %,mes,dic-16,2016-12-31,5,TNA; %,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,25.5,25.630188679245286,1.917263164158381,30.0,20.0,28.4,27.0,25.0,23.54,53.0
2016-07,TASA_LEBAC35,TNA; %,anio,2016,2016-12-31,5,TNA; %; dic-16,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,25.5,25.630188679245286,1.917263164158381,30.0,20.0,28.4,27.0,25.0,23.54,53.0
2016-07,TASA_LEBAC35,TNA; %,mes,ene-17,2017-01-31,6,TNA; %,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,25.0,25.11303724006242,1.5905289229194608,29.0,20.0,26.950000000000003,26.0,24.5,23.17,51.0
2016-07,TASA_LEBAC35,TNA; %,prox_12m,Próx. 12 meses,2017-07-31,12,TNA; %; jul-17,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,22.0,21.63892612687048,2.717507015453159,27.0,15.5,25.0,24.0,20.5,17.32,47.0
2016-07,TASA_LEBAC35,TNA; %,anio,2017,2017-12-31,17,TNA; %; dic-17,Tasa de política monetaria: Lebac 35 días,True,Cuadros de resultados,20.0,19.729309230181286,2.7622945225585593,27.0,14.7,24.0,21.0,18.0,15.127223990827988,52.0
2016-07,TC_NOMINAL,$/US$,mes,ago-16,2016-08-31,1,$/US$,Tipo de cambio nominal,True,Cuadros de resultados,15.21,15.256000676868698,0.19271488844528953,16.0,14.9,15.49,15.37,15.15,15.05,51.0
2016-07,TC_NOMINAL,$/US$,mes,sep-16,2016-09-30,2,$/US$,Tipo de cambio nominal,True,Cuadros de resultados,15.45,15.501594949909107,0.27255796753261324,16.2,15.0,15.872100000000001,15.7,15.284100109234338,15.17,53.0
2016-07,TC_NOMINAL,$/US$,mes,oct-16,2016-10-31,3,$/US$,Tipo de cambio nominal,True,Cuadros de resultados,15.7,15.730480982175889,0.31795850094576095,16.4,14.8,16.2,15.97,15.5,15.31697724707854,51.0
2016-07,TC_NOMINAL,$/US$,mes,nov-16,2016-11-30,4,$/US$,Tipo de cambio nominal,True,Cuadros de resultados,15.96,15.938142656572959,0.38477620836864324,16.77,14.5,16.4,16.22,15.7,15.44,51.0
2016-07,TC_NOMINAL,$/US$,mes,dic-16,2016-12-31,5,$/US$,Tipo de cambio nominal,True,Cuadros de resultados,16.15,16.16138565238181,0.46593457838505187,17.28,14.5,16.666132,16.474999999999998,15.9525,15.6,56.0
2016-07,TC_NOMINAL,$/US$,anio,2016,2016-12-31,5,$/US$,Tipo de cambio nominal,True,Cuadros de resultados,16.15,16.16138565238181,0.46593457838505187,17.28,14.5,16.666132,16.474999999999998,15.9525,15.6,56.0
2016-07,TC_NOMINAL,$/US$,mes,ene-17,2017-01-31,6,$/US$,Tipo de cambio nominal,True,Cuadros de resultados,16.34,16.391601529723566,0.4561534018646845,17.62,15.5,17.0,16.68,16.01,15.82,51.0
2016-07,TC_NOMINAL,$/US$,prox_12m,Próx. 12 meses,2017-07-31,12,$/US$; jul-17,Tipo de cambio nominal,True,Cuadros de resultados,17.726709681840063,17.69374138722398,0.6569427545273598,19.27,16.0,18.5,18.177500000000002,17.264586778111415,16.864,50.0
2016-07,TC_NOMINAL,$/US$,anio,2017,2017-12-31,17,$/US$; dic-17,Tipo de cambio nominal,True,Cuadros de resultados,18.7,18.677406538043112,0.8618954855475303,20.5,16.0,19.631,19.307499999999997,18.0,17.491,56.0
2016-08,IPC_NG_GBA,var. % mensual,mes,sep-16,2016-09-30,1,var. % mensual,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,1.333709984034765,1.2556973068452473,0.46675694232839104,2.1,0.12850827056680725,1.8,1.6375000000000002,0.9,0.7,52.0
2016-08,IPC_NG_GBA,var. % mensual,mes,oct-16,2016-10-31,2,var. % mensual,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,1.7,1.953637290946849,0.6192158597353974,3.7120000500445283,1.134194278944256,3.035,2.175,1.525,1.4,52.0
2016-08,IPC_NG_GBA,var. % mensual,mes,nov-16,2016-11-30,3,var. % mensual,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,1.7650000000000001,1.9254711667869873,0.6689025249694452,5.0,1.0305002810185204,2.7760000000000002,2.0,1.5,1.5,52.0
2016-08,IPC_NG_GBA,var. % mensual,mes,dic-16,2016-12-31,4,var. % mensual,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,1.6,1.6523275638443846,0.2709095110870136,2.6,1.2,2.0,1.8,1.5,1.351,52.0
2016-08,IPC_NG_GBA,var. % i.a.,anio,2016,2016-12-31,4,var. % i.a.; dic-16,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,41.0,40.64791580150642,1.9284031455409003,43.3,34.5,42.74635168505561,42.0,39.67,38.0,49.0
2016-08,IPC_NG_GBA,var. % mensual,mes,ene-17,2017-01-31,5,var. % mensual,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,1.8,1.8248348437682076,0.3747631716924612,3.0,1.0,2.2832732316227475,2.0,1.6,1.5,51.0
2016-08,IPC_NG_GBA,var. % mensual,mes,feb-17,2017-02-28,6,var. % mensual,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,1.5755403733327504,1.6093701496875168,0.35471897060720897,2.5,0.8,2.0,1.74,1.49,1.2,50.0
2016-08,IPC_NG_GBA,var. % i.a.,prox_12m,Próx. 12 meses,2017-08-31,12,var. % i.a.; ago-17,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,21.788449901747153,21.7923718577952,2.489427926848919,28.0,16.0,24.96,23.2,20.0,18.34,51.0
2016-08,IPC_NG_GBA,var. % i.a.,anio,2017,2017-12-31,16,var. % i.a.; dic-17,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,19.84,20.180714266911465,2.3497842960155353,25.943737785624087,16.0,23.64,21.4,18.775,17.0,52.0
2016-08,IPC_NG_GBA,var. % i.a.,prox_24m,Próx. 24 meses,2018-08-31,24,var. % i.a.; ago-18,Precios minoristas (IPC nivel general-GBA; INDEC),True,Cuadros de resultados,16.0,16.020508540168485,2.601120200616014,23.57,10.4,19.1,18.0,13.7,13.0,49.0
2016-08,IPC_NG_NAC,var. % mensual,mes,sep-16,2016-09-30,1,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.55,1.5257945230953973,0.32547194019968834,2.1,0.7,2.0,1.7166849850033399,1.3775,1.0,28.0
2016-08,IPC_NG_NAC,var. % mensual,mes,oct-16,2016-10-31,2,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.613783602933165,1.7184845430666549,0.38767013069816036,3.2,1.16,2.0500000000000007,1.8,1.5,1.454,28.0
2016-08,IPC_NG_NAC,var. % mensual,mes,nov-16,2016-11-30,3,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.7,1.7434712560292458,0.3066912464487602,2.5,1.36,2.1400000000000006,1.975,1.5,1.4,28.0
2016-08,IPC_NG_NAC,var. % mensual,mes,dic-16,2016-12-31,4,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.6099999999999999,1.680471709340724,0.3067112349319792,2.6,1.2,2.0400000000000005,1.8,1.5,1.3230000000000002,28.0
2016-08,IPC_NG_NAC,var. % i.a.,anio,2016,2016-12-31,4,var. % i.a.; dic-16,Precios minoristas (Nacional),True,Cuadros de resultados,37.69274624824762,37.92696784569261,2.3907258596728935,43.5,34.0,42.42,38.575,36.665,34.73,28.0
2016-08,IPC_NG_NAC,var. % mensual,mes,ene-17,2017-01-31,5,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.7000000000000002,1.7776058818680582,0.36009069618215456,3.0,1.01,2.0500000000000007,2.0,1.525,1.5,28.0
2016-08,IPC_NG_NAC,var. % mensual,mes,feb-17,2017-02-28,6,var. % mensual,Precios minoristas (Nacional),True,Cuadros de resultados,1.5,1.6007182610680557,0.2996924291136473,2.5,0.98,2.0,1.7493930488375,1.5,1.1840000000000002,27.0
2016-08,IPC_NG_NAC,var. % i.a.,prox_12m,Próx. 12 meses,2017-08-31,12,var. % i.a.; ago-17,Precios minoristas (Nacional),True,Cuadros de resultados,21.9,21.38848778505242,2.3002677032706615,28.0,17.0,23.52,23.0,20.0,17.902,27.0
